IR,Red
66444,70973
66435,70944
66438,70942
66438,70950
66437,70908
66433,70889
66437,70903
66425,70853
66437,70868
66427,70873
66433,70802
66442,70812
66401,70859
66411,70805
66423,70826
66386,70822
66409,70831
66436,70826
66385,70819
66394,70787
66418,70818
66401,70800
66406,70828
66387,70813
66404,70764
66420,70792
66382,70844
66391,70783
66411,70816
66401,70831
66386,70789
66420,70817
66397,70827
66412,70803
66422,70809
66390,70809
66411,70796
66431,70818
66398,70805
66402,70797
66424,70811
66385,70823
66410,70799
66427,70824
66396,70798
66428,70811
66420,70842
66407,70797
66423,70832
66385,70848
66407,70819
66433,70828
66412,70852
66416,70816
66443,70850
66414,70859
66416,70846
66445,70852
66413,70886
66428,70842
66455,70855
66426,70845
66428,70851
66460,70863
66434,70867
66431,70860
66452,70892
66409,70865
66443,70869
66449,70891
66442,70884
66439,70883
66446,70899
66461,70884
66433,70874
66435,70904
66452,70889
66456,70892
66449,70913
66466,70896
66461,70911
66458,70939
66446,70882
66474,70905
66455,70933
66455,70899
66488,70903
66420,70910
66454,70859
66467,70852
66438,70819
66437,70812
66450,70817
66416,70817
66424,70798
66445,70827
66430,70805
66421,70787
66425,70812
66413,70781
66447,70790
66421,70829
66411,70789
66439,70793
66421,70817
66422,70785
66440,70777
66421,70789
66423,70773
66411,70801
66427,70796
66431,70778
66442,70814
66420,70798
66428,70791
66411,70795
66417,70775
66449,70776
66414,70825
66443,70774
66444,70807
66412,70810
66427,70761
66430,70794
66420,70829
66427,70754
66437,70789
66424,70830
66430,70786
66460,70802
66427,70817
66439,70817
66473,70802
66431,70812
66466,70805
66457,70824
66454,70829
66443,70824
66438,70831
66432,70823
66455,70815
66448,70845
66462,70823
66456,70829
66456,70843
66459,70810
66471,70833
66465,70862
66444,70834
66474,70839
66467,70864
66450,70843
66478,70845
66450,70877
66466,70847
66495,70847
66464,70899
66460,70859
66494,70854
66470,70897
66482,70856
66497,70885
66454,70907
66494,70864
66503,70880
66488,70900
66484,70882
66491,70877
66488,70916
66483,70891
66536,70908
66479,70915
66490,70906
66512,70885
66479,70892
66460,70834
66500,70850
66475,70814
66466,70782
66483,70789
66454,70787
66452,70787
66484,70766
66427,70769
66444,70766
66463,70786
66435,70745
66461,70752
66448,70770
66442,70727
66434,70728
66422,70772
66419,70706
66449,70741
66440,70734
66444,70711
66453,70733
66433,70764
66444,70708
66454,70730
66441,70735
66425,70718
66456,70732
66433,70773
66453,70709
66468,70730
66424,70756
66444,70696
66476,70724
66428,70710
66445,70734
66469,70744
66443,70714
66447,70730
66419,70748
66428,70718
66479,70737
66402,70754
66458,70734
66471,70734
66440,70765
66456,70748
66464,70748
66433,70763
66467,70743
66487,70780
66449,70784
66439,70754
66480,70745
66432,70775
66467,70756
66482,70778
66461,70771
66490,70754
66473,70794
66470,70766
66468,70774
66496,70802
66478,70794
66493,70782
66483,70800
66475,70788
66480,70775
66483,70796
66459,70784
66509,70802
66486,70817
66486,70791
66491,70814
66463,70811
66489,70803
66522,70801
66468,70847
66491,70799
66523,70827
66487,70830
66492,70798
66511,70847
66499,70826
66506,70821
66523,70837
66507,70802
66505,70814
66485,70797
66482,70766
66493,70732
66472,70769
66468,70716
66515,70707
66435,70719
66460,70695
66486,70700
66433,70686
66452,70672
66476,70684
66415,70690
66437,70663
66479,70657
66433,70646
66432,70632
66461,70650
66421,70638
66435,70626
66473,70650
66427,70641
66450,70656
66448,70660
66432,70640
66453,70645
66440,70651
66424,70628
66477,70623
66425,70674
66448,70629
66456,70632
66420,70663
66440,70626
66473,70632
66448,70641
66463,70643
66451,70665
66434,70645
66447,70645
66455,70662
66439,70639
66465,70648
66477,70656
66438,70652
66450,70639
66447,70683
66461,70632
66459,70637
66456,70670
66447,70664
66482,70668
66432,70672
66439,70648
66465,70688
66462,70656
66490,70664
66475,70696
66480,70661
66499,70682
66465,70698
66482,70657
66481,70686
66475,70692
66492,70686
66493,70702
66471,70730
66488,70702
66504,70698
66481,70723
66492,70710
66523,70724
66488,70728
66494,70698
66521,70734
66499,70717
66509,70732
66514,70735
66516,70721
66515,70697
66512,70730
66500,70738
66514,70697
66494,70705
66490,70639
66477,70642
66487,70658
66463,70637
66488,70595
66466,70601
66466,70579
66494,70611
66443,70606
66462,70587
66487,70593
66443,70580
66468,70594
66495,70576
66434,70584
66458,70551
66491,70576
66443,70578
66451,70557
66495,70573
66451,70599
66451,70552
66484,70570
66456,70573
66469,70560
66481,70581
66449,70581
66450,70561
66469,70566
66463,70562
66500,70575
66450,70596
66458,70550
66493,70569
66443,70586
66473,70573
66490,70576
66479,70580
66449,70579
66480,70600
66479,70547
66474,70585
66487,70589
66487,70583
66497,70578
66503,70618
66464,70586
66503,70603
66451,70620
66488,70590
66496,70613
66484,70632
66502,70605
66495,70600
66475,70623
66510,70613
66513,70631
66500,70620
66508,70609
66520,70633
66519,70635
66513,70627
66536,70651
66495,70645
66501,70637
66543,70636
66509,70660
66527,70651
66545,70656
66543,70658
66542,70675
66536,70674
66540,70651
66524,70683
66537,70703
66538,70669
66561,70682
66527,70709
66545,70685
66580,70696
66522,70714
66532,70681
66564,70689
66543,70715
66554,70681
66540,70657
66508,70665
66515,70608
66532,70611
66501,70635
66510,70583
66490,70566
66499,70572
66487,70564
66517,70579
66504,70570
66497,70527
66526,70559
66480,70538
66511,70525
66520,70532
66486,70522
66470,70508
66522,70503
66468,70537
66497,70514
66513,70512
66494,70531
66505,70516
66480,70553
66481,70487
66509,70507
66497,70538
66481,70508
66509,70512
66516,70526
66492,70507
66484,70518
66482,70531
66477,70502
66502,70509
66492,70516
66494,70509
66512,70509
66476,70538
66477,70505
66516,70519
66476,70544
66500,70513
66510,70511
66497,70567
66490,70533
66517,70549
66503,70563
66504,70519
66536,70526
66490,70566
66524,70568
66516,70536
66515,70560
66508,70546
66547,70566
66504,70544
66550,70555
66537,70579
66507,70581
66546,70565
66552,70601
66516,70590
66539,70581
66532,70581
66520,70586
66529,70598
66560,70594
66549,70612
66529,70598
66561,70592
66538,70614
66576,70608
66569,70640
66538,70639
66568,70623
66591,70629
66553,70624
66560,70628
66581,70641
66556,70636
66587,70647
66567,70669
66563,70634
66577,70654
66562,70684
66574,70644
66591,70664
66576,70699
66567,70670
66582,70648
66603,70645
66564,70626
66559,70609
66582,70606
66563,70608
66547,70570
66553,70579
66531,70555
66551,70555
66529,70555
66531,70553
66528,70527
66532,70538
66528,70543
66537,70525
66527,70564
66535,70493
66537,70510
66536,70531
66530,70498
66550,70522
66521,70542
66526,70504
66555,70511
66519,70562
66551,70516
66578,70532
66504,70538
66531,70527
66547,70545
66527,70523
66539,70515
66565,70525
66519,70541
66541,70543
66546,70533
66524,70537
66537,70528
66567,70545
66523,70540
66534,70527
66561,70543
66522,70564
66548,70549
66561,70559
66554,70528
66548,70540
66569,70580
66558,70542
66565,70536
66562,70572
66560,70574
66562,70578
66582,70598
66567,70562
66568,70555
66586,70583
66558,70586
66560,70589
66601,70596
66550,70607
66575,70594
66597,70586
66576,70606
66592,70613
66613,70606
66575,70626
66587,70612
66612,70619
66591,70632
66585,70619
66640,70628
66571,70660
66593,70597
66621,70642
66597,70665
66588,70622
66636,70641
66585,70660
66601,70648
66633,70672
66585,70685
66608,70645
66637,70670
66613,70692
66607,70650
66639,70674
66602,70678
66597,70577
66603,70618
66588,70636
66599,70577
66606,70593
66569,70588
66590,70563
66612,70573
66587,70582
66604,70545
66595,70558
66575,70577
66585,70545
66580,70542
66577,70566
66581,70553
66592,70529
66579,70572
66578,70543
66579,70536
66597,70567
66577,70533
66580,70548
66601,70584
66573,70562
66597,70547
66632,70571
66578,70565
66597,70582
66612,70583
66578,70578
66590,70564
66607,70565
66562,70559
66603,70561
66612,70581
66573,70593
66585,70554
66612,70574
66590,70605
66598,70590
66609,70584
66583,70594
66608,70583
66632,70614
66595,70596
66610,70609
66620,70623
66591,70624
66599,70600
66634,70614
66615,70636
66610,70616
66638,70627
66599,70660
66619,70623
66645,70630
66633,70663
66626,70629
66649,70637
66626,70652
66624,70654
66642,70649
66644,70691
66647,70646
66664,70665
66661,70670
66650,70658
66656,70679
66662,70716
66633,70688
66672,70667
66680,70703
66656,70711
66663,70693
66665,70723
66667,70696
66656,70709
66683,70767
66683,70706
66667,70737
66683,70733
66690,70721
66680,70718
66703,70710
66655,70729
66656,70695
66683,70664
66633,70672
66651,70652
66679,70646
66617,70632
66637,70611
66674,70639
66642,70610
66661,70612
66654,70634
66623,70606
66635,70632
66656,70616
66642,70635
66646,70601
66651,70633
66647,70586
66637,70600
66642,70617
66641,70619
66617,70617
66680,70633
66629,70642
66652,70628
66669,70623
66643,70660
66659,70634
66671,70628
66634,70647
66656,70633
66652,70616
66643,70672
66669,70633
66662,70627
66644,70678
66644,70621
66669,70629
66657,70698
66656,70627
66679,70659
66659,70692
66663,70638
66675,70665
66672,70700
66676,70669
66686,70672
66684,70686
66673,70666
66691,70683
66677,70704
66677,70688
66690,70677
66696,70704
66678,70700
66704,70706
66666,70714
66685,70699
66725,70709
66676,70742
66694,70705
66718,70716
66715,70734
66684,70702
66706,70737
66710,70757
66699,70728
66712,70741
66708,70745
66700,70736
66733,70765
66727,70787
66719,70746
66738,70756
66724,70776
66700,70758
66725,70757
66726,70806
66739,70782
66737,70788
66730,70799
66711,70767
66749,70805
66727,70821
66742,70813
66764,70821
66758,70820
66746,70794
66766,70825
66755,70808
66718,70798
66721,70773
66775,70765
66727,70768
66719,70724
66740,70760
66721,70741
66720,70725
66723,70732
66704,70720
66713,70718
66744,70747
66712,70723
66721,70714
66738,70737
66720,70732
66743,70713
66733,70733
66719,70726
66742,70728
66726,70726
66711,70722
66697,70696
66744,70742
66724,70749
66709,70737
66736,70745
66705,70759
66715,70733
66735,70735
66735,70754
66730,70705
66755,70741
66743,70772
66715,70759
66719,70751
66737,70774
66762,70760
66751,70744
66761,70782
66721,70760
66725,70765
66769,70764
66712,70776
66743,70760
66773,70790
66738,70810
66739,70784
66771,70777
66744,70829
66755,70790
66782,70820
66729,70819
66747,70799
66770,70818
66769,70807
66765,70803
66779,70821
66761,70819
66777,70825
66780,70805
66757,70840
66770,70820
66796,70862
66779,70856
66778,70821
66794,70869
66773,70858
66788,70850
66805,70881
66786,70881
66774,70847
66800,70900
66795,70856
66804,70888
66797,70892
66777,70891
66811,70878
66813,70917
66804,70869
66810,70894
66811,70930
66776,70927
66826,70906
66813,70942
66796,70875
66829,70912
66802,70953
66806,70914
66811,70903
66802,70918
66791,70887
66795,70872
66767,70860
66763,70826
66790,70828
66764,70857
66785,70801
66804,70825
66762,70829
66777,70812
66781,70804
66751,70838
66758,70794
66794,70823
66753,70844
66765,70813
66785,70810
66782,70845
66779,70820
66777,70814
66771,70839
66782,70810
66799,70806
66786,70871
66769,70805
66794,70826
66756,70851
66782,70825
66792,70853
66762,70874
66762,70834
66809,70851
66760,70856
66775,70841
66800,70860
66759,70872
66793,70842
66825,70858
66778,70882
66787,70855
66806,70865
66798,70876
66780,70852
66820,70864
66772,70890
66795,70884
66826,70891
66791,70910
66801,70867
66824,70894
66784,70924
66802,70884
66832,70914
66796,70941
66795,70863
66849,70925
66791,70932
66814,70908
66835,70901
66795,70948
66824,70928
66849,70916
66815,70936
66828,70913
66835,70939
66800,70964
66822,70916
66835,70937
66835,70971
66817,70934
66836,70959
66828,70982
66833,70949
66852,70969
66827,71003
66835,70959
66845,70962
66830,70981
66844,70943
66842,70977
66840,70980
66832,70927
66831,70928
66808,70933
66815,70884
66839,70883
66791,70911
66806,70869
66843,70895
66807,70923
66817,70884
66842,70884
66791,70907
66812,70888
66846,70873
66796,70902
66814,70864
66811,70874
66792,70906
66811,70859
66829,70867
66804,70877
66806,70860
66836,70903
66793,70901
66820,70894
66850,70915
66817,70891
66808,70905
66803,70922
66815,70896
66814,70894
66822,70939
66820,70910
66807,70901
66847,70920
66793,70900
66816,70906
66832,70940
66816,70938
66839,70931
66820,70948
66821,70901
66830,70922
66823,70951
66840,70937
66843,70945
66837,70978
66828,70927
66845,70947
66840,70963
66838,70937
66848,70964
66844,70993
66851,70961
66837,70966
66853,70994
66841,70970
66860,70976
66854,71008
66836,70973
66850,71010
66874,71000
66844,70989
66872,70995
66855,71020
66850,70973
66863,71007
66877,71015
66858,71022
66850,71021
66904,71035
66857,71025
66876,71014
66867,71050
66861,71019
66884,71024
66874,71058
66876,71021
66894,71041
66871,71077
66891,71035
66915,71058
66879,71061
66861,71039
66883,71040
66862,71045
66854,71011
66863,70979
66862,71001
66848,70957
66862,70960
66839,70969
66852,70918
66856,70958
66855,70986
66832,70923
66849,70959
66834,70973
66853,70955
66872,70954
66866,70965
66826,70930
66834,70934
66845,70948
66839,70923
66854,70936
66829,70964
66839,70942
66854,70946
66838,70983
66839,70940
66869,70958
66843,70967
66836,70958
66887,70960
66829,70989
66862,70975
66868,70975
66830,70964
66852,70968
66870,70971
66830,70971
66840,70981
66875,70982
66847,70973
66848,70987
66871,70998
66851,70988
66853,70966
66869,70996
66855,71001
66847,70992
66893,71018
66860,71011
66858,70992
66878,71019
66859,71016
66873,70987
66873,71032
66844,71002
66883,71027
66872,71033
66888,70986
66872,71023
66872,71039
66867,71005
66899,71044
66869,71060
66885,71054
66910,71041
66851,71050
66886,71023
66911,71034
66862,71091
66868,71040
66903,71062
66864,71085
66886,71025
66919,71071
66864,71084
66898,71053
66908,71063
66860,71098
66882,71081
66927,71084
66867,71110
66887,71098
66916,71104
66889,71112
66895,71095
66931,71093
66888,71133
66900,71094
66923,71085
66891,71113
66887,71067
66918,71045
66867,71023
66891,71028
66868,71010
66855,71007
66848,70989
66865,71011
66870,71001
66863,71000
66874,71017
66866,70978
66884,70997
66850,71026
66863,70973
66874,70970
66862,71022
66834,70976
66859,70984
66856,71010
66857,70991
66868,70980
66849,70999
66857,70969
66889,70996
66848,71029
66863,70985
66864,70990
66859,71023
66847,71007
66889,71010
66857,71056
66868,70998
66892,71013
66852,71043
66854,71005
66890,71002
66872,71044
66862,71009
66863,71016
66851,71026
66874,71030
66893,71050
66860,71073
66872,71029
66902,71026
66848,71060
66871,71022
66906,71068
66869,71042
66881,71045
66932,71055
66856,71065
66889,71055
66895,71039
66869,71063
66894,71059
66914,71061
66876,71090
66899,71076
66922,71083
66884,71067
66882,71075
66899,71084
66882,71104
66904,71079
66909,71127
66908,71085
66899,71102
66905,71137
66902,71077
66905,71125
66915,71148
66891,71128
66924,71123
66899,71145
66915,71125
66933,71120
66895,71147
66927,71131
66954,71158
66918,71177
66909,71134
66950,71158
66907,71162
66908,71146
66939,71158
66915,71171
66921,71162
66950,71154
66889,71132
66907,71097
66940,71101
66880,71096
66900,71075
66920,71065
66875,71078
66887,71055
66916,71054
66880,71049
66882,71036
66914,71050
66870,71024
66904,71034
66895,71059
66885,71055
66888,71044
66880,71071
66879,71029
66893,71042
66897,71056
66895,71062
66887,71033
66894,71061
66880,71042
66907,71046
66889,71065
66871,71065
66882,71065
66920,71052
66874,71075
66903,71064
66892,71098
66892,71060
66915,71065
66907,71096
66891,71085
66917,71087
66882,71088
66886,71070
66922,71060
66878,71101
66900,71071
66919,71097
66904,71115
66892,71067
66917,71075
66886,71111
66889,71087
66937,71148
66891,71110
66892,71112
66933,71129
66905,71117
66915,71106
66911,71149
66911,71130
66917,71128
66916,71158
66898,71103
66927,71146
66935,71162
66930,71146
66929,71148
66954,71188
66934,71146
66959,71171
66938,71181
66919,71133
66934,71176
66910,71177
66938,71167
66953,71168
66935,71203
66931,71174
66935,71182
66916,71210
66924,71172
66965,71187
66916,71221
66935,71177
66970,71193
66924,71199
66947,71161
66963,71152
66908,71149
66901,71114
66924,71125
66889,71105
66929,71087
66904,71111
66897,71072
66914,71082
66910,71099
66887,71067
66903,71058
66897,71101
66895,71058
66913,71062
66866,71114
66894,71071
66920,71064
66877,71084
66888,71067
66915,71072
66862,71098
66892,71082
66913,71109
66894,71124
66907,71102
66919,71113
66893,71101
66921,71088
66884,71118
66891,71057
66885,71081
66878,71106
66886,71093
66914,71110
66878,71125
66884,71086
66907,71094
66872,71101
66892,71087
66908,71114
66880,71115
66913,71095
66922,71129
66898,71103
66925,71109
66921,71132
66905,71116
66915,71101
66905,71160
66911,71134
66909,71135
66906,71169
66901,71111
66912,71136
66897,71156
66889,71155
66924,71140
66903,71156
66920,71131
66932,71154
66885,71158
66925,71156
66960,71147
66900,71195
66920,71159
66949,71197
66897,71178
66912,71184
66947,71167
66903,71185
66939,71159
66935,71203
66924,71208
66930,71172
66938,71190
66929,71214
66928,71174
66945,71207
66919,71217
66912,71204
66969,71214
66916,71205
66928,71188
66930,71187
66890,71169
66891,71142
66929,71112
66890,71142
66873,71089
66893,71100
66886,71101
66877,71070
66907,71090
66892,71106
66876,71076
66904,71085
66890,71087
66880,71065
66884,71085
66864,71051
66898,71067
66868,71081
66882,71042
66907,71062
66890,71095
66882,71060
66858,71080
66892,71092
66857,71087
66894,71078
66871,71099
66864,71049
66898,71078
66883,71098
66882,71056
66894,71083
66867,71091
66865,71066
66876,71088
66884,71118
66878,71083
66889,71079
66868,71119
66853,71069
66928,71096
66870,71104
66899,71094
66902,71097
66864,71116
66881,71066
66886,71095
66852,71096
66876,71081
66894,71126
66879,71142
66863,71107
66912,71126
66858,71137
66872,71110
66882,71148
66881,71138
66879,71119
66904,71151
66880,71126
66893,71123
66896,71154
66892,71137
66919,71156
66886,71189
66894,71145
66889,71157
66886,71184
66896,71154
66915,71167
66913,71177
66900,71145
66909,71177
66902,71210
66909,71166
66905,71192
66904,71192
66901,71170
66930,71189
66900,71224
66891,71189
66914,71214
66899,71219
66925,71213
66946,71214
66890,71220
66927,71218
66925,71221
66924,71183
66921,71206
66897,71196
66885,71135
66927,71131
66852,71139
66879,71098
66892,71101
66865,71082
66872,71085
66898,71099
66865,71069
66866,71076
66884,71092
66865,71086
66882,71088
66870,71079
66862,71077
66863,71058
66871,71073
66845,71063
66857,71062
66871,71063
66858,71051
66864,71044
66868,71077
66846,71046
66877,71064
66862,71103
66850,71056
66865,71050
66859,71102
66862,71062
66873,71069
66846,71119
66869,71068
66866,71071
66845,71114
66870,71064
66879,71065
66854,71084
66867,71061
66880,71090
66857,71104
66857,71077
66875,71074
66859,71135
66853,71093
66883,71091
66853,71123
66871,71101
66888,71105
66838,71128
66844,71101
66889,71092
66861,71104
66859,71110
66865,71135
66849,71120
66885,71116
66877,71137
66856,71104
66881,71106
66872,71125
66882,71120
66865,71131
66873,71147
66870,71130
66875,71124
66874,71152
66872,71134
66887,71142
66866,71177
66853,71129
66899,71157
66861,71176
66886,71128
66905,71159
66858,71179
66884,71127
66903,71163
66862,71187
66875,71161
66902,71173
66860,71200
66881,71186
66909,71177
66873,71195
66864,71188
66912,71208
66875,71181
66874,71158
66892,71128
66863,71130
66864,71115
66864,71127
66847,71067
66862,71067
66832,71064
66841,71055
66847,71042
66864,71061
66842,71055
66866,71059
66841,71061
66827,71047
66819,71036
66842,71051
66817,71038
66825,71028
66822,71069
66822,71026
66821,71021
66835,71067
66833,71035
66834,71045
66845,71061
66814,71053
66813,71035
66834,71072
66837,71028
66830,71057
66826,71073
66831,71035
66835,71042
66794,71057
66808,71037
66852,71048
66809,71062
66824,71030
66867,71036
66820,71079
66817,71055
66835,71059
66812,71078
66826,71077
66869,71054
66814,71109
66825,71063
66855,71060
66823,71096
66828,71071
66863,71074
66808,71080
66830,71079
66857,71111
66839,71080
66854,71081
66854,71099
66834,71090
66852,71062
66827,71098
66832,71077
66852,71093
66842,71102
66814,71070
66850,71096
66842,71140
66843,71077
66841,71105
66832,71126
66842,71131
66854,71105
66857,71132
66859,71132
66855,71136
66845,71158
66844,71135
66847,71130
66867,71149
66840,71154
66859,71149
66867,71173
66852,71139
66850,71130
66851,71144
66850,71101
66847,71090
66845,71087
66817,71059
66823,71051
66821,71049
66827,71044
66822,71018
66829,71036
66797,71044
66817,71017
66801,71035
66795,70981
66811,71007
66815,71009
66792,70973
66798,70988
66805,71017
66802,70972
66805,70998
66782,71029
66801,70973
66808,71017
66795,71027
66792,70997
66813,71006
66819,71006
66785,70997
66810,70997
66815,71029
66787,71023
66812,71012
66809,71030
66782,71010
66801,71004
66816,71036
66796,71006
66801,71005
66838,71011
66773,71012
66791,71005
66818,71036
66790,71013
66804,71023
66814,71043
66798,71031
66796,71023
66820,71031
66802,71044
66799,71027
66828,71049
66797,71065
66812,71042
66833,71061
66800,71070
66822,71046
66812,71051
66801,71085
66802,71052
66827,71060
66801,71100
66819,71063
66825,71091
66798,71087
66816,71078
66850,71107
66796,71087
66818,71079
66839,71104
66799,71102
66812,71077
66854,71126
66831,71078
66835,71106
66847,71135
66834,71112
66841,71098
66854,71145
66822,71138
66852,71131
66861,71127
66819,71140
66828,71124
66849,71156
66838,71143
66856,71135
66858,71148
66828,71125
66834,71089
66831,71082
66822,71063
66800,71045
66798,71038
66799,71009
66783,71015
66798,71038
66790,70985
66797,70992
66795,71005
66792,70994
66799,70985
66794,71001
66774,70992
66813,70987
66779,71016
66778,70969
66799,70959
66783,70990
66770,70951
66789,70977
66783,70976
66761,70954
66808,70987
66775,71028
66778,70981
66814,70992
66777,71011
66792,70968
66799,70988
66789,71009
66786,70987
66797,70996
66775,71021
66796,70977
66793,70988
66771,71017
66773,71000
66805,71011
66787,71031
66777,70986
66791,71020
66780,71033
66782,71009
66802,71011
66811,71039
66790,71004
66793,71030
66829,71030
66818,71040
66786,71044
66822,71050
66778,71034
66794,71037
66817,71048
66797,71047
66813,71046
66838,71075
66786,71073
66801,71057
66807,71041
66789,71085
66800,71050
66838,71058
66786,71078
66808,71080
66829,71073
66790,71087
66816,71078
66840,71086
66813,71070
66827,71091
66818,71109
66813,71091
66829,71080
66814,71123
66819,71079
66813,71115
66827,71138
66816,71107
66844,71114
66834,71150
66845,71106
66855,71137
66841,71154
66824,71120
66842,71160
66843,71162
66853,71151
66827,71161
66859,71166
66827,71146
66863,71140
66861,71149
66840,71104
66824,71100
66834,71094
66796,71069
66800,71023
66817,71044
66798,71000
66796,71027
66794,71029
66764,71024
66821,71002
66795,71027
66786,70989
66795,70995
66806,71000
66786,71007
66810,70995
66800,71012
66795,70968
66798,70988
66804,71011
66784,70990
66810,71012
66792,71026
66779,71006
66809,71007
66789,71023
66779,70998
66802,71012
66764,71050
66801,70999
66832,71023
66763,71021
66803,71038
66833,71019
66772,71036
66802,71031
66811,71000
66788,71026
66781,71000
66805,71026
66801,71052
66796,71030
66839,71046
66776,71060
66810,71053
66819,71058
66795,71041
66787,71043
66829,71056
66794,71039
66804,71063
66844,71081
66807,71061
66813,71072
66831,71057
66797,71090
66796,71050
66838,71099
66807,71088
66801,71073
66836,71091
66790,71096
66837,71072
66833,71080
66814,71113
66822,71072
66850,71103
66817,71133
66827,71096
66835,71123
66832,71133
66826,71118
66843,71122
66837,71128
66824,71130
66842,71147
66840,71151
66854,71128
66863,71155
66853,71169
66843,71150
66872,71163
66837,71159
66858,71151
66862,71173
66852,71175
66871,71166
66870,71167
66843,71167
66834,71140
66862,71130
66785,71100
66829,71088
66850,71074
66799,71062
66809,71047
66847,71056
66797,71062
66811,71042
66832,71048
66816,71041
66813,71035
66815,71055
66806,71048
66823,71024
66826,71052
66797,71024
66818,71036
66805,71050
66796,71033
66809,71029
66798,71062
66800,71019
66833,71021
66812,71045
66808,71050
66822,71038
66812,71088
66811,71054
66815,71064
66845,71065
66798,71064
66803,71061
66829,71073
66796,71080
66823,71046
66830,71064
66788,71034
66845,71077
66823,71087
66817,71057
66840,71076
66834,71100
66818,71081
66850,71080
66820,71095
66816,71058
66834,71076
66804,71102
66828,71092
66825,71097
66834,71121
66828,71114
66850,71110
66858,71123
66814,71100
66831,71134
66866,71130
66818,71136
66842,71124
66848,71145
66817,71149
66828,71107
66875,71158
66835,71163
66831,71105
66866,71149
66856,71166
66838,71131
66865,71162
66839,71195
66841,71145
66874,71169
66846,71203
66862,71166
66885,71195
66843,71183
66857,71177
66874,71193
66829,71214
66852,71181
66875,71181
66835,71188
66847,71123
66860,71107
66807,71136
66828,71072
66848,71089
66812,71098
66799,71056
66826,71053
66819,71067
66816,71040
66823,71064
66817,71071
66815,71039
66825,71055
66810,71058
66793,71070
66795,71044
66837,71043
66790,71051
66809,71036
66858,71065
66788,71083
66817,71055
66836,71070
66812,71101
66813,71059
66842,71070
66808,71083
66820,71043
66814,71085
66823,71081
66834,71078
66811,71066
66841,71084
66809,71092
66804,71080
66844,71093
66807,71083
66818,71079
66838,71097
66834,71098
66847,71100
66888,71109
66796,71122
66831,71077
66833,71106
66805,71151
66832,71109
66842,71113
66849,71152
66844,71091
66850,71129
66843,71162
66834,71139
66869,71133
66852,71161
66837,71118
66851,71136
66865,71163
66845,71156
66861,71144
66866,71168
66840,71147
66870,71155
66853,71174
66861,71166
66875,71148
66863,71211
66852,71168
66873,71166
66862,71201
66863,71192
66893,71168
66868,71216
66873,71176
66879,71200
66860,71227
66888,71182
66893,71218
66866,71256
66879,71199
66881,71227
66879,71237
66877,71229
66882,71193
66881,71193
66868,71162
66855,71148
66843,71130
66838,71128
66843,71097
66870,71105
66810,71106
66820,71073
66854,71099
66800,71091
66839,71065
66851,71076
66807,71088
66821,71044
66828,71079
66819,71085
66820,71062
66820,71051
66811,71078
66807,71056
66829,71062
66816,71086
66825,71065
66835,71074
66847,71088
66820,71095
66827,71061
66864,71101
66817,71087
66831,71085
66849,71074
66818,71102
66823,71059
66856,71120
66828,71101
66847,71083
66875,71105
66820,71119
66832,71098
66847,71110
66810,71111
66840,71102
66858,71116
66836,71150
66822,71090
66859,71127
66844,71133
66848,71106
66863,71116
66843,71146
66851,71133
66862,71156
66859,71171
66854,71168
66860,71137
66881,71177
66831,71172
66875,71150
66887,71184
66855,71203
66862,71172
66856,71161
66870,71181
66867,71174
66877,71173
66886,71204
66868,71210
66873,71204
66894,71200
66859,71244
66867,71176
66887,71207
66837,71216
66885,71184
66902,71211
66876,71232
66882,71210
66897,71230
66875,71248
66882,71245
66897,71213
66882,71272
66881,71256
66898,71244
66897,71239
66878,71213
66883,71202
66892,71178
66843,71185
66854,71126
66854,71142
66820,71130
66836,71108
66847,71103
66824,71107
66835,71108
66858,71119
66797,71126
66853,71103
66857,71108
66822,71120
66833,71084
66848,71094
66832,71127
66832,71074
66846,71101
66834,71107
66825,71083
66847,71116
66844,71130
66836,71115
66836,71102
66840,71140
66825,71110
66860,71104
66862,71140
66826,71116
66845,71128
66863,71141
66818,71123
66841,71111
66853,71146
66817,71115
66836,71107
66828,71150
66837,71111
66843,71130
66869,71137
66815,71137
66835,71135
66865,71148
66833,71159
66833,71140
66852,71126
66849,71173
66822,71126
66859,71162
66848,71196
66835,71133
66830,71169
66828,71191
66827,71133
66863,71162
66841,71193
66847,71156
66869,71174
66839,71221
66856,71179
66871,71168
66866,71205
66864,71199
66848,71190
66847,71212
66862,71183
66876,71190
66881,71201
66844,71202
66855,71174
66872,71200
66873,71234
66870,71177
66866,71217
66863,71215
66857,71188
66873,71195
66861,71208
66835,71164
66849,71145
66852,71148
66833,71106
66833,71119
66838,71131
66815,71098
66827,71087
66834,71119
66801,71104
66794,71062
66843,71095
66803,71084
66807,71077
66831,71100
66793,71105
66804,71069
66826,71078
66783,71095
66791,71073
66830,71075
66814,71111
66816,71074
66816,71080
66794,71112
66806,71061
66836,71080
66797,71117
66813,71080
66831,71092
66780,71109
66803,71079
66844,71090
66819,71101
66825,71093
66840,71088
66813,71135
66823,71059
66810,71083
66820,71115
66813,71087
66807,71083
66782,71124
66818,71081
66811,71103
66834,71099
66816,71116
66800,71097
66854,71133
66811,71142
66816,71108
66840,71131
66799,71145
66820,71119
66843,71133
66790,71136
66806,71116
66819,71138
66806,71152
66804,71123
66853,71148
66799,71143
66809,71130
66865,71145
66821,71180
